aX,aY,aZ,gX,gY,gZ,yaw,pitch,roll
61,-38,8194,-1,-1,0,-0.18,0.47,42.89
60,-35,8198,0,-1,-1,-0.18,0.47,42.89
56,-31,8198,0,-1,0,-0.18,0.47,42.89
60,-28,8200,0,-1,0,-0.18,0.47,42.89
66,-27,8195,0,-1,0,-0.18,0.47,42.89
64,-28,8199,0,-1,0,-0.18,0.47,42.89
67,-27,8196,-1,0,-1,-0.18,0.47,42.89
62,-28,8201,-1,0,-1,-0.18,0.47,42.89
58,-33,8192,0,-1,-1,-0.18,0.47,42.89
58,-36,8196,0,-1,0,-0.18,0.47,42.89
64,-33,8197,-1,0,-1,-0.19,0.46,42.89
71,-35,8201,-1,0,0,-0.18,0.47,42.89
66,-37,8199,0,-1,0,-0.18,0.47,42.89
68,-38,8195,0,-1,-1,-0.18,0.47,42.89
66,-32,8194,-1,0,0,-0.18,0.47,42.89
64,-33,8201,-1,0,0,-0.18,0.47,42.89
63,-37,8203,-1,0,0,-0.19,0.46,42.89
69,-37,8202,0,-1,-1,-0.18,0.47,42.89
71,-33,8198,-1,0,0,-0.18,0.47,42.89
74,-31,8197,-1,0,-1,-0.18,0.47,42.89
79,-31,8200,0,-1,-1,-0.18,0.47,42.89
80,-28,8205,0,-1,0,-0.18,0.47,42.89
71,-27,8200,-1,0,-1,-0.18,0.47,42.89
65,-34,8202,0,-1,-1,-0.18,0.47,42.89
59,-35,8201,0,-1,0,-0.18,0.47,42.89
59,-40,8195,-1,0,-1,-0.19,0.46,42.89
56,-40,8194,-1,0,0,-0.19,0.47,42.89
56,-37,8200,0,-1,0,-0.19,0.46,42.89
58,-31,8199,0,-1,0,-0.19,0.46,42.89
57,-31,8202,-1,-1,0,-0.19,0.46,42.89
60,-29,8198,-1,-1,0,-0.19,0.46,42.89
60,-24,8196,0,-1,0,-0.19,0.46,42.89
61,-26,8202,-1,-1,0,-0.18,0.47,42.89
61,-36,8199,0,-2,0,-0.19,0.47,42.88
51,-25,8222,0,-1,-1,-0.19,0.46,42.88
24,-31,8189,0,0,0,-0.19,0.46,42.88
56,-17,8176,0,-1,-1,-0.19,0.46,42.88
80,-16,8208,0,-1,0,-0.18,0.47,42.88
87,-23,8201,-1,-1,-1,-0.18,0.47,42.88
80,-45,8188,-1,0,0,-0.18,0.47,42.88
66,-49,8204,-1,0,-1,-0.19,0.46,42.88
57,-33,8212,-1,-1,-1,-0.19,0.46,42.88
58,-18,8190,-1,0,0,-0.19,0.46,42.88
55,-19,8204,0,-1,0,-0.19,0.46,42.88
66,-28,8190,0,-1,0,-0.18,0.47,42.88
76,-38,8193,-1,0,-1,-0.19,0.46,42.88
88,-32,8194,0,-1,0,-0.18,0.47,42.88
86,-26,8193,0,-1,0,-0.17,0.47,42.88
72,-31,8199,-1,0,0,-0.18,0.47,42.88
71,-43,8204,-1,0,0,-0.18,0.47,42.88
62,-49,8206,0,-1,0,-0.19,0.46,42.88
59,-37,8208,0,-1,-1,-0.18,0.47,42.88
61,-23,8203,-1,-1,0,-0.18,0.47,42.88
65,-21,8203,-1,0,-1,-0.18,0.47,42.88
64,-24,8200,-1,0,-1,-0.19,0.46,42.88
64,-23,8196,0,-1,0,-0.19,0.46,42.88
65,-18,8190,-1,-1,0,-0.18,0.47,42.88
65,-20,8193,-1,0,0,-0.18,0.46,42.88
65,-25,8190,0,-1,-1,-0.18,0.47,42.88
71,-33,8190,0,-1,-1,-0.18,0.47,42.88
70,-38,8194,-1,-1,0,-0.18,0.47,42.88
75,-37,8198,-1,-1,0,-0.18,0.47,42.88
80,-33,8200,-1,0,-1,-0.18,0.47,42.88
76,-32,8203,-1,0,0,-0.18,0.47,42.88
77,-30,8198,-1,0,-1,-0.18,0.47,42.88
73,-32,8197,-1,0,0,-0.18,0.47,42.88
70,-34,8196,0,-1,-1,-0.19,0.46,42.88
71,-31,8196,0,-1,-1,-0.18,0.47,42.88
73,-35,8195,-1,0,-1,-0.18,0.47,42.88
68,-36,8203,-1,0,-1,-0.18,0.47,42.88
63,-35,8204,0,-1,-1,-0.19,0.46,42.88
59,-27,8206,0,-1,0,-0.19,0.46,42.88
62,-21,8199,-1,-1,0,-0.18,0.47,42.88
63,-23,8195,-1,0,0,-0.18,0.47,42.88
66,-36,8196,0,-1,-1,-0.18,0.47,42.88
69,-39,8204,0,-1,0,-0.18,0.47,42.88
77,-37,8194,-1,0,0,-0.18,0.47,42.88
72,-38,8203,-1,0,0,-0.19,0.46,42.88
66,-34,8209,0,-1,0,-0.19,0.46,42.88
58,-32,8211,0,-1,0,-0.19,0.46,42.88
59,-32,8207,0,-1,-1,-0.19,0.46,42.88
61,-34,8209,-1,-1,0,-0.19,0.46,42.88
58,-33,8207,0,-1,0,-0.19,0.46,42.88
60,-33,8204,-1,0,0,-0.19,0.46,42.88
56,-33,8207,-1,0,-1,-0.19,0.46,42.88
58,-38,8208,-1,-1,-1,-0.19,0.46,42.88
59,-37,8212,0,-1,-1,-0.19,0.46,42.88
65,-34,8208,0,-1,-1,-0.19,0.46,42.88
71,-35,8207,0,-1,0,-0.19,0.46,42.88
72,-38,8206,0,0,0,-0.19,0.46,42.88
69,-36,8204,-1,0,-1,-0.19,0.46,42.88
65,-32,8202,0,0,-1,-0.19,0.46,42.88
57,-27,8199,0,0,0,-0.19,0.46,42.88
54,-28,8201,0,-1,0,-0.18,0.46,42.88
61,-28,8197,0,-1,0,-0.18,0.46,42.88
66,-26,8189,0,-1,-1,-0.18,0.46,42.88
68,-27,8192,-1,0,-1,-0.18,0.46,42.88
62,-26,8192,0,0,0,-0.18,0.46,42.88
64,-25,8191,0,-1,0,-0.18,0.46,42.88
66,-27,8193,0,-1,0,-0.18,0.46,42.88
64,-27,8191,0,-1,0,-0.18,0.46,42.88
69,-26,8189,0,-1,-1,-0.18,0.47,42.87
68,-21,8188,-1,0,0,-0.18,0.47,42.87
65,-30,8193,-1,0,-1,-0.18,0.47,42.87
65,-34,8196,0,-1,-1,-0.18,0.47,42.88
68,-29,8193,-1,-1,0,-0.18,0.47,42.88
63,-34,8189,-1,0,0,-0.18,0.47,42.87
65,-31,8196,0,-1,0,-0.18,0.47,42.87
67,-31,8201,0,-1,-1,-0.18,0.47,42.87
71,-30,8199,-1,0,0,-0.18,0.47,42.87
68,-30,8199,-1,0,0,-0.18,0.47,42.87
64,-28,8211,0,0,-1,-0.18,0.47,42.87
66,-25,8211,-1,0,-1,-0.18,0.47,42.87
68,-30,8210,-1,0,0,-0.18,0.47,42.87
64,-30,8206,0,-1,-1,-0.18,0.47,42.87
64,-28,8204,0,-1,0,-0.18,0.47,42.87
