aX,aY,aZ,gX,gY,gZ,yaw,pitch,roll
703,-149,7586,-8,-188,-2,-1.94,14.91,-0.37
934,-99,7446,-6,-196,-4,-2.04,17.59,-0.30
1149,-45,7316,-6,-211,-6,-2.09,20.43,-0.21
1470,-77,7202,-5,-223,-9,-2.15,23.49,-0.07
1859,-117,7090,-5,-220,-13,-2.19,26.56,0.12
2267,-172,6970,-3,-209,-19,-2.16,29.50,0.38
2722,-233,6853,0,-195,-25,-2.04,32.28,0.70
3248,-280,6774,4,-179,-29,-1.80,34.85,1.08
3795,-261,6725,8,-165,-30,-1.45,37.22,1.46
4295,-226,6706,10,-154,-28,-1.03,39.43,1.79
4715,-141,6672,11,-148,-24,-0.60,41.53,2.06
5003,-57,6539,6,-146,-19,-0.23,43.57,2.31
5167,-1,6328,0,-152,-16,0.04,45.66,2.59
