ax,ay,az,gx,gy,gz,roll,pitch,target,target_name
-207.0,3789.0,-1193.0,-7457.0,-957.0,298.0,92.59,-2.93,0.0,right
-243.0,3811.0,-1139.0,-7501.0,-987.0,296.0,92.05,-2.95,0.0,right
-265.0,3835.0,-1088.0,-7549.0,-1012.0,294.0,91.5,-2.97,0.0,right
-229.0,3821.0,-1059.0,-7586.0,-1026.0,290.0,90.96,-2.98,0.0,right
132.0,4061.0,-579.0,-8008.0,-1205.0,69.0,85.42,-3.07,0.0,right
171.0,4011.0,-603.0,-8042.0,-1197.0,58.0,84.85,-3.08,0.0,right
95.0,4034.0,-525.0,-8084.0,-1188.0,45.0,84.27,-3.09,0.0,right
-109.0,4001.0,-185.0,-8579.0,-1158.0,65.0,78.39,-3.25,0.0,right
-309.0,3906.0,46.0,-8613.0,-1163.0,79.0,77.76,-3.27,0.0,right
-241.0,3856.0,30.0,-8650.0,-1150.0,95.0,77.15,-3.29,0.0,right
-269.0,3832.0,82.0,-8696.0,-1141.0,104.0,76.53,-3.32,0.0,right
130.0,3669.0,580.0,-9030.0,-897.0,-34.0,70.27,-3.48,0.0,right
104.0,3442.0,615.0,-8994.0,-914.0,-43.0,69.62,-3.5,0.0,right
-89.0,3464.0,891.0,-8977.0,-961.0,-49.0,68.99,-3.52,0.0,right
-256.0,3343.0,1333.0,-8902.0,-1239.0,-22.0,62.79,-3.83,0.0,right
-450.0,3304.0,1474.0,-8861.0,-1312.0,-20.0,62.15,-3.87,0.0,right
-526.0,3232.0,1554.0,-8820.0,-1377.0,-10.0,61.51,-3.91,0.0,right
-288.0,2968.0,1620.0,-8760.0,-1435.0,8.0,60.87,-3.95,0.0,right
-200.0,2970.0,2200.0,-8392.0,-1625.0,94.0,55.04,-4.58,0.0,right
-58.0,2868.0,2133.0,-8325.0,-1600.0,99.0,54.45,-4.65,0.0,right
-68.0,2916.0,2176.0,-8281.0,-1586.0,102.0,53.86,-4.72,0.0,right
189.0,2762.0,2627.0,-7889.0,-1523.0,194.0,48.39,-5.48,0.0,right
133.0,2811.0,2688.0,-7851.0,-1503.0,202.0,47.82,-5.57,0.0,right
93.0,2839.0,2761.0,-7812.0,-1483.0,216.0,47.28,-5.65,0.0,right
145.0,2806.0,2763.0,-7765.0,-1461.0,223.0,46.73,-5.73,0.0,right
354.0,2565.0,3132.0,-7206.0,-897.0,308.0,41.73,-6.32,0.0,right
417.0,2543.0,3077.0,-7157.0,-827.0,314.0,41.22,-6.38,0.0,right
441.0,2500.0,3149.0,-7106.0,-770.0,313.0,40.71,-6.43,0.0,right
323.0,2308.0,3308.0,-6668.0,-386.0,333.0,36.04,-6.77,0.0,right
243.0,2269.0,3366.0,-6626.0,-361.0,343.0,35.57,-6.81,0.0,right
284.0,2165.0,3334.0,-6583.0,-307.0,359.0,35.1,-6.84,0.0,right
203.0,2067.0,3440.0,-6540.0,-243.0,380.0,34.63,-6.87,0.0,right
375.0,1870.0,3691.0,-6093.0,138.0,494.0,30.31,-6.96,0.0,right
443.0,1753.0,3679.0,-6032.0,174.0,499.0,29.88,-6.96,0.0,right
545.0,1643.0,3677.0,-5968.0,221.0,501.0,29.45,-6.97,0.0,right
251.0,1222.0,3794.0,-5365.0,709.0,501.0,25.63,-6.67,0.0,right
172.0,1255.0,3768.0,-5318.0,654.0,478.0,25.24,-6.64,0.0,right
297.0,1265.0,3622.0,-5287.0,592.0,456.0,24.87,-6.61,0.0,right
236.0,1317.0,3610.0,-5267.0,499.0,434.0,24.49,-6.59,0.0,right
-13.0,396.0,4033.0,-4903.0,-542.0,157.0,21.02,-6.94,0.0,right
14.0,492.0,4080.0,-4865.0,-651.0,130.0,20.65,-6.99,0.0,right
296.0,406.0,4046.0,-4815.0,-669.0,128.0,20.31,-7.03,0.0,right
599.0,187.0,4443.0,-4187.0,-770.0,300.0,17.32,-7.6,0.0,right
705.0,139.0,4374.0,-4108.0,-758.0,323.0,17.02,-7.66,0.0,right
599.0,203.0,4411.0,-4035.0,-767.0,349.0,16.72,-7.72,0.0,right
620.0,255.0,4378.0,-3972.0,-774.0,363.0,16.44,-7.78,0.0,right
639.0,172.0,4353.0,-3322.0,-773.0,425.0,14.05,-8.37,0.0,right
609.0,145.0,4370.0,-3267.0,-778.0,427.0,13.81,-8.42,0.0,right
570.0,168.0,4345.0,-3223.0,-786.0,430.0,13.58,-8.48,0.0,right
553.0,149.0,4223.0,-3179.0,-793.0,428.0,13.35,-8.54,0.0,right
671.0,16.0,4112.0,-2818.0,-624.0,383.0,11.31,-9.02,0.0,right
711.0,39.0,4001.0,-2802.0,-574.0,378.0,11.1,-9.06,0.0,right
722.0,27.0,3995.0,-2785.0,-520.0,369.0,10.9,-9.1,0.0,right
660.0,6.0,3679.0,-2751.0,111.0,264.0,8.92,-9.05,0.0,right
656.0,76.0,3653.0,-2759.0,174.0,250.0,8.72,-9.04,0.0,right
587.0,134.0,3607.0,-2774.0,228.0,245.0,8.53,-9.03,0.0,right
522.0,101.0,3600.0,-2791.0,271.0,239.0,8.33,-9.01,0.0,right
530.0,98.0,3509.0,-2894.0,796.0,178.0,6.29,-8.46,0.0,right
552.0,6.0,3509.0,-2899.0,826.0,173.0,6.08,-8.41,0.0,right
520.0,-132.0,3517.0,-2898.0,842.0,169.0,5.87,-8.35,0.0,right
484.0,-180.0,3610.0,-2898.0,834.0,165.0,5.66,-8.29,0.0,right
581.0,-239.0,3533.0,-2929.0,719.0,26.0,3.59,-7.78,0.0,right
649.0,-418.0,3647.0,-2927.0,701.0,10.0,3.38,-7.73,0.0,right
678.0,-488.0,3652.0,-2914.0,678.0,-3.0,3.17,-7.68,0.0,right
671.0,-558.0,3688.0,-2893.0,639.0,-23.0,2.95,-7.64,0.0,right
454.0,-671.0,3980.0,-2731.0,63.0,-157.0,1.04,-7.57,0.0,right
378.0,-720.0,4084.0,-2707.0,-2.0,-170.0,0.84,-7.57,0.0,right
383.0,-736.0,4185.0,-2684.0,-76.0,-178.0,0.64,-7.57,0.0,right
392.0,-759.0,4250.0,-2660.0,-137.0,-188.0,0.44,-7.58,0.0,right
452.0,-1102.0,4690.0,-2190.0,-627.0,-195.0,-1.11,-7.99,0.0,right
495.0,-1086.0,4722.0,-2136.0,-654.0,-188.0,-1.27,-8.04,0.0,right
489.0,-1129.0,4721.0,-2073.0,-676.0,-183.0,-1.43,-8.08,0.0,right
714.0,-1119.0,4557.0,-1527.0,-721.0,-141.0,-2.51,-8.58,0.0,right
717.0,-1102.0,4536.0,-1481.0,-715.0,-136.0,-2.62,-8.63,0.0,right
706.0,-1076.0,4493.0,-1441.0,-711.0,-131.0,-2.73,-8.68,0.0,right
678.0,-908.0,4031.0,-1142.0,-592.0,-117.0,-3.54,-9.09,0.0,right
689.0,-882.0,3979.0,-1121.0,-573.0,-117.0,-3.63,-9.13,0.0,right
661.0,-884.0,3960.0,-1099.0,-555.0,-119.0,-3.71,-9.17,0.0,right
658.0,-878.0,3884.0,-1082.0,-538.0,-121.0,-3.79,-9.21,0.0,right
603.0,-871.0,3647.0,-935.0,-288.0,-117.0,-4.45,-9.4,0.0,right
612.0,-867.0,3691.0,-922.0,-264.0,-112.0,-4.52,-9.42,0.0,right
605.0,-849.0,3685.0,-909.0,-235.0,-104.0,-4.58,-9.43,0.0,right
675.0,-776.0,3625.0,-852.0,-34.0,-40.0,-5.18,-9.45,0.0,right
656.0,-764.0,3628.0,-854.0,-28.0,-35.0,-5.24,-9.45,0.0,right
658.0,-744.0,3657.0,-861.0,-19.0,-34.0,-5.3,-9.45,0.0,right
629.0,-734.0,3693.0,-867.0,-5.0,-33.0,-5.37,-9.45,0.0,right
596.0,-715.0,3694.0,-967.0,77.0,-31.0,-6.03,-9.38,0.0,right
597.0,-707.0,3711.0,-974.0,87.0,-32.0,-6.1,-9.37,0.0,right
617.0,-741.0,3726.0,-981.0,94.0,-35.0,-6.17,-9.36,0.0,right
611.0,-719.0,3744.0,-986.0,95.0,-36.0,-6.24,-9.35,0.0,right
482.0,-764.0,3861.0,-895.0,150.0,9.0,-6.86,-9.22,0.0,right
482.0,-728.0,3826.0,-886.0,164.0,20.0,-6.92,-9.2,0.0,right
472.0,-715.0,3835.0,-874.0,172.0,32.0,-6.98,-9.19,0.0,right
505.0,-760.0,3799.0,-864.0,179.0,40.0,-7.04,-9.17,0.0,right
639.0,-894.0,3816.0,-779.0,161.0,90.0,-7.59,-9.04,0.0,right
705.0,-912.0,3760.0,-765.0,167.0,95.0,-7.65,-9.02,0.0,right
684.0,-935.0,3770.0,-755.0,171.0,98.0,-7.7,-9.01,0.0,right
649.0,-978.0,3811.0,-747.0,163.0,100.0,-7.76,-8.99,0.0,right
774.0,-1319.0,3872.0,-587.0,169.0,41.0,-8.19,-8.87,0.0,right
754.0,-1321.0,3948.0,-566.0,158.0,28.0,-8.23,-8.85,0.0,right
744.0,-1367.0,3935.0,-537.0,148.0,17.0,-8.27,-8.84,0.0,right
729.0,-1382.0,3945.0,-495.0,138.0,8.0,-8.31,-8.83,0.0,right
598.0,-1258.0,3809.0,-198.0,74.0,19.0,-8.46,-8.76,0.0,right
605.0,-1260.0,3778.0,-172.0,69.0,26.0,-8.47,-8.75,0.0,right
609.0,-1253.0,3808.0,-142.0,60.0,29.0,-8.49,-8.75,0.0,right
617.0,-1234.0,3750.0,-120.0,53.0,30.0,-8.5,-8.74,0.0,right
622.0,-1183.0,3659.0,55.0,-29.0,41.0,-8.47,-8.74,0.0,right
621.0,-1153.0,3678.0,70.0,-37.0,37.0,-8.47,-8.74,0.0,right
613.0,-1129.0,3657.0,79.0,-44.0,34.0,-8.47,-8.75,0.0,right
565.0,-1064.0,3837.0,174.0,-98.0,29.0,-8.35,-8.79,0.0,right
577.0,-1068.0,3832.0,189.0,-101.0,28.0,-8.34,-8.8,0.0,right
601.0,-1076.0,3877.0,206.0,-107.0,29.0,-8.32,-8.8,0.0,right
590.0,-1051.0,3904.0,221.0,-107.0,30.0,-8.31,-8.81,0.0,right
692.0,-1021.0,3728.0,314.0,-122.0,4.0,-8.09,-8.88,0.0,right
681.0,-1030.0,3682.0,321.0,-121.0,1.0,-8.07,-8.89,0.0,right
598.0,-1020.0,3689.0,328.0,-122.0,-1.0,-8.04,-8.89,0.0,right
567.0,-1007.0,3632.0,321.0,-124.0,-4.0,-8.02,-8.9,0.0,right
564.0,-942.0,3622.0,266.0,-123.0,7.0,-7.84,-8.97,0.0,right
533.0,-987.0,3676.0,276.0,-124.0,7.0,-7.82,-8.97,0.0,right
532.0,-920.0,3647.0,279.0,-126.0,8.0,-7.8,-8.98,0.0,right
561.0,-961.0,3628.0,285.0,-123.0,8.0,-7.78,-8.99,0.0,right
590.0,-1090.0,3767.0,542.0,-157.0,59.0,-7.41,-9.07,0.0,right
540.0,-1085.0,3812.0,588.0,-159.0,68.0,-7.37,-9.08,0.0,right
530.0,-1099.0,3832.0,638.0,-156.0,77.0,-7.33,-9.09,0.0,right
556.0,-1168.0,3826.0,707.0,-148.0,88.0,-7.28,-9.1,0.0,right
312.0,-1401.0,3939.0,1568.0,-205.0,199.0,-6.24,-9.18,0.0,right
249.0,-1444.0,3941.0,1712.0,-243.0,213.0,-6.12,-9.19,0.0,right
185.0,-1487.0,3940.0,1854.0,-285.0,225.0,-6.0,-9.21,0.0,right
383.0,-2000.0,4909.0,3992.0,-478.0,425.0,-3.32,-9.47,0.0,right
483.0,-2086.0,5068.0,4295.0,-454.0,439.0,-3.03,-9.5,0.0,right
549.0,-2147.0,5235.0,4619.0,-426.0,453.0,-2.7,-9.53,0.0,right
566.0,-2210.0,5429.0,4996.0,-389.0,469.0,-2.36,-9.55,0.0,right
755.0,-2960.0,6644.0,9244.0,264.0,587.0,3.92,-9.34,0.0,right
812.0,-3012.0,6672.0,9730.0,351.0,590.0,4.58,-9.32,0.0,right
795.0,-3043.0,6779.0,10222.0,432.0,595.0,5.28,-9.29,0.0,right
773.0,-3089.0,6852.0,10766.0,519.0,596.0,6.01,-9.26,0.0,right
572.0,-3635.0,6887.0,15908.0,1300.0,542.0,16.82,-8.42,0.0,right
585.0,-3638.0,6754.0,16418.0,1369.0,539.0,17.93,-8.34,0.0,right
476.0,-3531.0,6697.0,16904.0,1431.0,539.0,19.09,-8.25,0.0,right
12.0,-2910.0,4765.0,20812.0,1618.0,392.0,33.08,-7.34,0.0,right
219.0,-2968.0,4583.0,21173.0,1632.0,355.0,34.55,-7.26,0.0,right
387.0,-3000.0,4331.0,21487.0,1672.0,314.0,36.0,-7.18,0.0,right
593.0,-1339.0,888.0,23111.0,828.0,-164.0,51.66,-6.78,0.0,right
189.0,-1431.0,1342.0,23319.0,743.0,-218.0,53.27,-6.74,0.0,right
-475.0,-1086.0,1604.0,23439.0,473.0,-298.0,54.93,-6.7,0.0,right
-98.0,-959.0,1305.0,23591.0,362.0,-390.0,56.58,-6.66,0.0,right
1277.0,1399.0,-1926.0,22896.0,-19.0,-1463.0,72.74,-5.93,0.0,right
1228.0,1538.0,-2264.0,22672.0,-78.0,-1557.0,74.39,-5.84,0.0,right
1198.0,1738.0,-2497.0,22395.0,-186.0,-1650.0,76.06,-5.74,0.0,right
753.0,4344.0,-4315.0,18725.0,-500.0,-2003.0,89.29,-4.45,0.0,right
751.0,4626.0,-4486.0,18191.0,-512.0,-2021.0,90.65,-4.31,0.0,right
842.0,4723.0,-4453.0,17728.0,-508.0,-2056.0,91.94,-4.17,0.0,right
-1169.0,6701.0,-2144.0,12986.0,909.0,-2582.0,101.0,-2.4,0.0,right
-592.0,6906.0,-3052.0,12516.0,1083.0,-2519.0,101.9,-2.23,0.0,right
759.0,6265.0,-3247.0,12119.0,1451.0,-2451.0,102.79,-2.08,0.0,right
633.0,5699.0,-2986.0,7942.0,2625.0,-1591.0,108.31,-1.55,0.0,right
464.0,5609.0,-2959.0,7491.0,2668.0,-1482.0,108.84,-1.51,0.0,right
289.0,5578.0,-3002.0,7067.0,2690.0,-1379.0,109.34,-1.49,0.0,right
258.0,5475.0,-3103.0,6647.0,2718.0,-1268.0,109.82,-1.47,0.0,right
-330.0,3857.0,-2729.0,2725.0,2241.0,-283.0,111.73,-1.83,0.0,right
-406.0,3753.0,-2620.0,2387.0,2122.0,-198.0,111.9,-1.87,0.0,right
-458.0,3722.0,-2612.0,2087.0,1996.0,-127.0,112.05,-1.91,0.0,right
42.0,2999.0,-1418.0,-544.0,1001.0,437.0,111.63,-2.47,0.0,right
138.0,3021.0,-1427.0,-741.0,942.0,473.0,111.57,-2.53,0.0,right
143.0,3032.0,-1351.0,-962.0,874.0,508.0,111.5,-2.58,0.0,right
534.0,2620.0,-1291.0,-2477.0,387.0,635.0,109.74,-3.16,0.0,right
424.0,2645.0,-1229.0,-2593.0,320.0,626.0,109.55,-3.22,0.0,right
439.0,2606.0,-1241.0,-2708.0,251.0,613.0,109.36,-3.27,0.0,right
436.0,2420.0,-1195.0,-2795.0,192.0,591.0,109.16,-3.32,0.0,right
508.0,2761.0,-1397.0,-3612.0,-264.0,330.0,106.66,-3.54,0.0,right
479.0,2787.0,-1352.0,-3676.0,-330.0,311.0,106.39,-3.57,0.0,right
320.0,2857.0,-1295.0,-3743.0,-411.0,290.0,106.13,-3.58,0.0,right
464.0,3124.0,-1161.0,-4191.0,-782.0,144.0,103.22,-3.59,0.0,right
447.0,3160.0,-1133.0,-4217.0,-777.0,145.0,102.92,-3.59,0.0,right
428.0,3205.0,-1175.0,-4260.0,-781.0,145.0,102.61,-3.59,0.0,right
-15.0,3645.0,-1185.0,-4673.0,-1053.0,334.0,99.41,-3.68,0.0,right
-53.0,3730.0,-1169.0,-4755.0,-1104.0,361.0,99.07,-3.69,0.0,right
276.0,3643.0,-1455.0,-4813.0,-1047.0,399.0,98.73,-3.71,0.0,right
258.0,3630.0,-1404.0,-4862.0,-993.0,440.0,98.38,-3.74,0.0,right
-17.0,4162.0,-1257.0,-5756.0,-1203.0,772.0,94.47,-4.17,0.0,right
25.0,4213.0,-1269.0,-5877.0,-1216.0,792.0,94.05,-4.22,0.0,right
73.0,4231.0,-1299.0,-5998.0,-1226.0,812.0,93.63,-4.27,0.0,right
105.0,4260.0,-1190.0,-6658.0,-1266.0,866.0,89.13,-4.85,0.0,right
464.0,3943.0,-1516.0,-7361.0,-1266.0,903.0,88.61,-4.92,0.0,right
51.0,4280.0,-949.0,-7509.0,-1260.0,905.0,88.08,-4.99,0.0,right
-68.0,4337.0,-937.0,-7695.0,-1307.0,908.0,87.54,-5.06,0.0,right
281.0,3600.0,-818.0,-8812.0,-1127.0,857.0,81.52,-5.74,0.0,right
693.0,3522.0,-1032.0,-8898.0,-1018.0,838.0,80.9,-5.82,0.0,right
178.0,3755.0,-528.0,-9036.0,-974.0,813.0,80.26,-5.89,0.0,right
112.0,3377.0,145.0,-9590.0,-1124.0,609.0,73.68,-6.47,0.0,right
183.0,3264.0,208.0,-9603.0,-1144.0,585.0,72.99,-6.53,0.0,right
231.0,3175.0,320.0,-9600.0,-1154.0,554.0,72.33,-6.59,0.0,right
273.0,2947.0,1169.0,-9405.0,-1223.0,191.0,65.85,-7.02,0.0,right
48.0,2961.0,1556.0,-9396.0,-1258.0,160.0,65.18,-7.06,0.0,right
329.0,2749.0,1425.0,-9342.0,-1254.0,136.0,64.52,-7.11,0.0,right
413.0,2684.0,1361.0,-9281.0,-1225.0,114.0,63.86,-7.16,0.0,right
335.0,2639.0,2151.0,-8686.0,-1144.0,-86.0,57.83,-7.49,0.0,right
154.0,2577.0,2349.0,-8598.0,-1143.0,-99.0,57.22,-7.53,0.0,right
113.0,2658.0,2471.0,-8533.0,-1179.0,-112.0,56.6,-7.56,0.0,right
207.0,2730.0,3026.0,-7762.0,-1089.0,-87.0,51.23,-7.94,0.0,right
241.0,2692.0,3162.0,-7664.0,-1062.0,-80.0,50.66,-7.98,0.0,right
297.0,2641.0,3206.0,-7569.0,-1031.0,-75.0,50.13,-8.02,0.0,right
421.0,2737.0,3234.0,-7472.0,-989.0,-75.0,49.58,-8.07,0.0,right
479.0,2913.0,3357.0,-6691.0,-431.0,-143.0,44.93,-8.19,0.0,right
459.0,2921.0,3340.0,-6621.0,-390.0,-146.0,44.45,-8.2,0.0,right
484.0,2956.0,3300.0,-6556.0,-352.0,-144.0,43.99,-8.21,0.0,right
638.0,2907.0,3542.0,-5865.0,-28.0,-151.0,39.9,-8.15,0.0,right
620.0,2868.0,3549.0,-5796.0,21.0,-146.0,39.49,-8.14,0.0,right
512.0,2848.0,3587.0,-5719.0,62.0,-135.0,39.08,-8.13,0.0,right
450.0,2843.0,3616.0,-5654.0,96.0,-121.0,38.68,-8.12,0.0,right
405.0,2217.0,3765.0,-4932.0,410.0,136.0,35.17,-7.93,0.0,right
748.0,2211.0,3625.0,-4847.0,494.0,157.0,34.82,-7.91,0.0,right
471.0,2385.0,3693.0,-4791.0,564.0,180.0,34.47,-7.88,0.0,right
164.0,1805.0,3543.0,-4120.0,700.0,349.0,31.52,-7.57,0.0,right
273.0,1876.0,3418.0,-4089.0,657.0,336.0,31.22,-7.54,0.0,right
-485.0,1931.0,3803.0,-4070.0,507.0,319.0,30.93,-7.52,0.0,right
-283.0,1477.0,3758.0,-4019.0,361.0,310.0,30.63,-7.5,0.0,right
16.0,1076.0,3804.0,-3756.0,-596.0,236.0,27.95,-7.9,0.0,right
61.0,1193.0,3822.0,-3731.0,-640.0,248.0,27.68,-7.95,0.0,right
63.0,1112.0,4008.0,-3743.0,-690.0,261.0,27.41,-7.99,0.0,right
103.0,934.0,4062.0,-3717.0,-714.0,278.0,27.14,-8.04,0.0,right
786.0,1119.0,3906.0,-3536.0,-680.0,440.0,24.63,-8.61,0.0,right
803.0,1105.0,3878.0,-3536.0,-658.0,446.0,24.36,-8.67,0.0,right
811.0,1071.0,3953.0,-3528.0,-632.0,452.0,24.11,-8.72,0.0,right
856.0,893.0,3895.0,-3454.0,-504.0,405.0,21.64,-9.16,0.0,right
860.0,884.0,3908.0,-3445.0,-484.0,388.0,21.39,-9.2,0.0,right
880.0,876.0,3925.0,-3438.0,-462.0,369.0,21.14,-9.24,0.0,right
894.0,815.0,3937.0,-3430.0,-430.0,347.0,20.9,-9.28,0.0,right
762.0,339.0,3843.0,-3313.0,-9.0,222.0,18.5,-9.34,0.0,right
727.0,445.0,3833.0,-3294.0,30.0,209.0,18.26,-9.34,0.0,right
759.0,498.0,3824.0,-3295.0,49.0,196.0,18.02,-9.34,0.0,right
854.0,333.0,3900.0,-3122.0,288.0,61.0,15.79,-9.17,0.0,right
832.0,316.0,3879.0,-3098.0,304.0,48.0,15.56,-9.15,0.0,right
836.0,282.0,3888.0,-3068.0,320.0,37.0,15.35,-9.13,0.0,right
839.0,323.0,3864.0,-3038.0,335.0,27.0,15.12,-9.1,0.0,right
870.0,215.0,3809.0,-2838.0,479.0,-87.0,13.11,-8.78,0.0,right
863.0,168.0,3817.0,-2816.0,517.0,-101.0,12.91,-8.74,0.0,right
877.0,106.0,3842.0,-2792.0,553.0,-113.0,12.71,-8.7,0.0,right
960.0,191.0,3749.0,-2760.0,607.0,-122.0,12.51,-8.66,0.0,right
458.0,266.0,3772.0,-2679.0,517.0,-205.0,10.64,-8.26,0.0,right
537.0,209.0,3768.0,-2667.0,510.0,-202.0,10.45,-8.22,0.0,right
553.0,225.0,3776.0,-2661.0,500.0,-196.0,10.26,-8.18,0.0,right
406.0,264.0,3906.0,-2660.0,474.0,-193.0,10.07,-8.14,0.0,right
480.0,70.0,3844.0,-2581.0,298.0,-195.0,8.26,-7.9,0.0,right
470.0,42.0,3805.0,-2572.0,259.0,-196.0,8.08,-7.88,0.0,right
418.0,47.0,3843.0,-2564.0,206.0,-200.0,7.9,-7.86,0.0,right
309.0,-178.0,3855.0,-2482.0,-345.0,-225.0,6.17,-8.05,0.0,right
376.0,-178.0,3860.0,-2484.0,-391.0,-226.0,5.99,-8.07,0.0,right
369.0,-177.0,3839.0,-2488.0,-430.0,-225.0,5.8,-8.1,0.0,right
352.0,-177.0,3851.0,-2488.0,-478.0,-227.0,5.63,-8.13,0.0,right
478.0,-402.0,3928.0,-2420.0,-738.0,-165.0,3.93,-8.61,0.0,right
486.0,-381.0,3934.0,-2416.0,-754.0,-156.0,3.75,-8.66,0.0,right
528.0,-355.0,3944.0,-2413.0,-764.0,-145.0,3.57,-8.72,0.0,right
670.0,-404.0,3912.0,-2334.0,-642.0,-68.0,1.94,-9.15,0.0,right
701.0,-385.0,3861.0,-2326.0,-627.0,-66.0,1.76,-9.2,0.0,right
700.0,-417.0,3881.0,-2314.0,-614.0,-65.0,1.6,-9.24,0.0,right
731.0,-456.0,3888.0,-2301.0,-600.0,-64.0,1.42,-9.28,0.0,right
677.0,-470.0,3878.0,-2110.0,-429.0,-83.0,-0.05,-9.57,0.0,right
708.0,-479.0,3879.0,-2086.0,-402.0,-82.0,-0.21,-9.6,0.0,right
741.0,-620.0,3898.0,-2049.0,-369.0,-87.0,-0.36,-9.62,0.0,right
718.0,-646.0,3873.0,-2015.0,-345.0,-89.0,-0.51,-9.65,0.0,right
609.0,-624.0,3870.0,-1700.0,-95.0,-44.0,-1.7,-9.7,0.0,right
594.0,-634.0,3889.0,-1672.0,-83.0,-40.0,-1.83,-9.7,0.0,right
634.0,-644.0,3839.0,-1635.0,-65.0,-37.0,-1.95,-9.7,0.0,right
581.0,-576.0,3940.0,-1343.0,39.0,2.0,-2.89,-9.65,0.0,right
559.0,-567.0,3945.0,-1312.0,46.0,9.0,-2.98,-9.65,0.0,right
517.0,-555.0,4002.0,-1283.0,49.0,15.0,-3.07,-9.64,0.0,right
535.0,-593.0,3970.0,-1251.0,56.0,20.0,-3.16,-9.63,0.0,right
536.0,-530.0,4000.0,-1080.0,54.0,100.0,-3.92,-9.56,0.0,right
545.0,-559.0,3954.0,-1072.0,58.0,113.0,-4.0,-9.56,0.0,right
540.0,-581.0,4000.0,-1067.0,55.0,125.0,-4.08,-9.55,0.0,right
559.0,-575.0,3980.0,-1062.0,48.0,135.0,-4.15,-9.54,0.0,right
527.0,-698.0,3974.0,-1008.0,6.0,195.0,-4.88,-9.5,0.0,right
474.0,-689.0,4025.0,-1006.0,-12.0,195.0,-4.95,-9.5,0.0,right
512.0,-731.0,3997.0,-995.0,-11.0,198.0,-5.02,-9.49,0.0,right
590.0,-802.0,3965.0,-976.0,5.0,201.0,-5.1,-9.49,0.0,right
523.0,-900.0,3939.0,-870.0,-66.0,185.0,-5.74,-9.5,0.0,right
550.0,-923.0,3895.0,-853.0,-70.0,186.0,-5.8,-9.5,0.0,right
535.0,-920.0,3883.0,-834.0,-78.0,187.0,-5.86,-9.5,0.0,right
497.0,-870.0,3851.0,-817.0,-86.0,187.0,-5.93,-9.5,0.0,right
554.0,-1070.0,3796.0,-647.0,-156.0,182.0,-6.42,-9.57,0.0,right
568.0,-1036.0,3737.0,-628.0,-160.0,182.0,-6.46,-9.58,0.0,right
589.0,-1063.0,3734.0,-618.0,-164.0,181.0,-6.51,-9.59,0.0,right
624.0,-1058.0,3498.0,-578.0,-182.0,195.0,-6.96,-9.68,0.0,right
633.0,-1058.0,3458.0,-586.0,-179.0,192.0,-7.0,-9.69,0.0,right
622.0,-1041.0,3476.0,-593.0,-180.0,190.0,-7.05,-9.7,0.0,right
597.0,-1030.0,3492.0,-602.0,-179.0,187.0,-7.1,-9.71,0.0,right
586.0,-977.0,3607.0,-644.0,-187.0,173.0,-7.58,-9.8,0.0,right
601.0,-994.0,3659.0,-643.0,-189.0,170.0,-7.63,-9.81,0.0,right
612.0,-997.0,3623.0,-641.0,-187.0,166.0,-7.68,-9.82,0.0,right
666.0,-1091.0,3831.0,-499.0,-182.0,130.0,-8.05,-9.92,0.0,right
694.0,-1133.0,3857.0,-477.0,-178.0,121.0,-8.09,-9.93,0.0,right
746.0,-1156.0,3928.0,-453.0,-170.0,111.0,-8.12,-9.94,0.0,right
766.0,-1159.0,3904.0,-422.0,-157.0,107.0,-8.16,-9.95,0.0,right
642.0,-1236.0,3985.0,-68.0,-118.0,77.0,-8.23,-10.0,0.0,right
674.0,-1290.0,3956.0,-18.0,-108.0,79.0,-8.23,-10.0,0.0,right
640.0,-1314.0,3924.0,33.0,-103.0,75.0,-8.23,-10.01,0.0,right
626.0,-1264.0,3955.0,79.0,-103.0,73.0,-8.23,-10.01,0.0,right
615.0,-1352.0,4035.0,650.0,-97.0,67.0,-7.8,-10.04,0.0,right
590.0,-1312.0,4046.0,722.0,-100.0,67.0,-7.75,-10.05,0.0,right
614.0,-1328.0,4056.0,792.0,-102.0,70.0,-7.7,-10.05,0.0,right
594.0,-1298.0,4270.0,1783.0,8.0,100.0,-6.49,-10.01,0.0,right
580.0,-1340.0,4256.0,1902.0,25.0,106.0,-6.36,-10.0,0.0,right
548.0,-1395.0,4258.0,2030.0,36.0,114.0,-6.22,-10.0,0.0,right
513.0,-1398.0,4237.0,2178.0,47.0,122.0,-6.07,-9.99,0.0,right
349.0,-1641.0,4691.0,3986.0,183.0,276.0,-3.37,-9.8,0.0,right
379.0,-1648.0,4762.0,4230.0,212.0,297.0,-3.08,-9.78,0.0,right
393.0,-1700.0,4843.0,4484.0,251.0,313.0,-2.77,-9.76,0.0,right
401.0,-1721.0,4927.0,4745.0,293.0,332.0,-2.44,-9.73,0.0,right
646.0,-2687.0,6243.0,8233.0,1093.0,580.0,3.1,-8.95,0.0,right
638.0,-2790.0,6367.0,8715.0,1197.0,609.0,3.7,-8.86,0.0,right
657.0,-2890.0,6530.0,9162.0,1298.0,640.0,4.32,-8.77,0.0,right
675.0,-3311.0,6955.0,14139.0,2269.0,947.0,13.88,-7.3,0.0,right
651.0,-3330.0,6800.0,14700.0,2341.0,966.0,14.87,-7.16,0.0,right
