ax,ay,az,gx,gy,gz,roll,pitch,target,target_name
365.0,-1891.0,-957.0,60.0,-244.0,-190.0,-10.84,-17.57,1.0,left
398.0,-2176.0,-1154.0,63.0,-243.0,-193.0,-10.87,-17.59,1.0,left
109.0,-4330.0,-286.0,62.0,-243.0,-218.0,-11.1,-17.76,1.0,left
182.0,-4511.0,-325.0,61.0,-240.0,-225.0,-11.12,-17.78,1.0,left
-77.0,-4684.0,4.0,59.0,-245.0,-230.0,-11.15,-17.79,1.0,left
-2402.0,-4905.0,1586.0,63.0,-244.0,-237.0,-11.3,-17.8,1.0,left
-2528.0,-4357.0,897.0,59.0,-242.0,-236.0,-11.31,-17.8,1.0,left
-2072.0,-4883.0,504.0,57.0,-239.0,-235.0,-11.33,-17.8,1.0,left
-2206.0,-4585.0,984.0,63.0,-239.0,-237.0,-11.35,-17.8,1.0,left
-2921.0,-7239.0,3985.0,63.0,-242.0,-234.0,-11.48,-17.82,1.0,left
-3470.0,-7666.0,4935.0,64.0,-239.0,-230.0,-11.49,-17.82,1.0,left
-3113.0,-7477.0,4483.0,62.0,-245.0,-221.0,-11.51,-17.82,1.0,left
-2525.0,-8262.0,6442.0,62.0,-242.0,-156.0,-11.62,-17.84,1.0,left
-2122.0,-8270.0,6244.0,60.0,-242.0,-148.0,-11.64,-17.85,1.0,left
-1806.0,-7891.0,6325.0,64.0,-243.0,-141.0,-11.65,-17.85,1.0,left
-1206.0,-6409.0,7106.0,65.0,-241.0,-58.0,-11.74,-17.88,1.0,left
-1498.0,-5740.0,7058.0,59.0,-241.0,-50.0,-11.75,-17.89,1.0,left
-1281.0,-5319.0,6643.0,60.0,-241.0,-41.0,-11.76,-17.89,1.0,left
608.0,-3984.0,3182.0,61.0,-241.0,-27.0,-11.89,-18.0,1.0,left
948.0,-3944.0,2841.0,62.0,-242.0,-26.0,-11.9,-18.01,1.0,left
730.0,-4115.0,2782.0,61.0,-241.0,-26.0,-11.92,-18.02,1.0,left
535.0,-4417.0,2800.0,60.0,-242.0,-27.0,-11.94,-18.03,1.0,left
363.0,-4799.0,131.0,62.0,-242.0,-1.0,-12.2,-18.17,1.0,left
116.0,-5075.0,-122.0,63.0,-241.0,0.0,-12.23,-18.19,1.0,left
-79.0,-5076.0,-275.0,62.0,-241.0,0.0,-12.26,-18.2,1.0,left
-252.0,-5066.0,-388.0,59.0,-238.0,2.0,-12.29,-18.21,1.0,left
-174.0,-4832.0,-1100.0,62.0,-243.0,8.0,-12.59,-18.34,1.0,left
-60.0,-4848.0,-1105.0,62.0,-240.0,10.0,-12.62,-18.36,1.0,left
-273.0,-4851.0,-880.0,60.0,-240.0,10.0,-12.65,-18.37,1.0,left
49.0,-4491.0,24.0,61.0,-239.0,10.0,-12.92,-18.48,1.0,left
-545.0,-4191.0,436.0,63.0,-240.0,10.0,-12.95,-18.49,1.0,left
10.0,-4371.0,422.0,61.0,-242.0,9.0,-12.98,-18.5,1.0,left
498.0,-4532.0,75.0,61.0,-243.0,5.0,-13.0,-18.52,1.0,left
461.0,-4239.0,1104.0,59.0,-236.0,-39.0,-13.22,-18.64,1.0,left
345.0,-4293.0,1234.0,59.0,-240.0,-45.0,-13.25,-18.65,1.0,left
332.0,-4431.0,1186.0,60.0,-242.0,-51.0,-13.27,-18.67,1.0,left
385.0,-4568.0,1173.0,64.0,-240.0,-56.0,-13.29,-18.68,1.0,left
114.0,-4788.0,1657.0,60.0,-241.0,-85.0,-13.49,-18.78,1.0,left
45.0,-4831.0,1653.0,62.0,-242.0,-87.0,-13.51,-18.8,1.0,left
-16.0,-4836.0,1616.0,64.0,-240.0,-87.0,-13.53,-18.81,1.0,left
21.0,-4953.0,1221.0,63.0,-240.0,-107.0,-13.74,-18.92,1.0,left
-292.0,-4960.0,1513.0,63.0,-241.0,-106.0,-13.76,-18.92,1.0,left
-338.0,-4970.0,1525.0,62.0,-241.0,-104.0,-13.78,-18.93,1.0,left
-97.0,-4961.0,1157.0,62.0,-240.0,-106.0,-13.81,-18.94,1.0,left
-383.0,-4675.0,986.0,61.0,-240.0,-108.0,-14.02,-19.03,1.0,left
-401.0,-4633.0,1013.0,61.0,-240.0,-110.0,-14.04,-19.04,1.0,left
-427.0,-4609.0,1089.0,61.0,-240.0,-108.0,-14.07,-19.05,1.0,left
-629.0,-2939.0,1314.0,62.0,-241.0,-105.0,-14.22,-19.08,1.0,left
-927.0,-2477.0,1450.0,60.0,-244.0,-105.0,-14.23,-19.08,1.0,left
-962.0,-2903.0,2229.0,61.0,-243.0,-103.0,-14.24,-19.09,1.0,left
-716.0,-2226.0,1573.0,62.0,-239.0,-98.0,-14.25,-19.09,1.0,left
-925.0,-5021.0,3832.0,60.0,-238.0,-73.0,-14.38,-19.12,1.0,left
-1281.0,-4953.0,3470.0,60.0,-240.0,-67.0,-14.39,-19.12,1.0,left
-1643.0,-5776.0,3496.0,61.0,-244.0,-59.0,-14.41,-19.12,1.0,left
101.0,-4632.0,1287.0,62.0,-239.0,-43.0,-14.62,-19.22,1.0,left
-222.0,-4835.0,1415.0,61.0,-238.0,-44.0,-14.65,-19.22,1.0,left
-566.0,-4515.0,1229.0,63.0,-240.0,-42.0,-14.67,-19.23,1.0,left
-131.0,-4208.0,2314.0,64.0,-244.0,-17.0,-14.84,-19.29,1.0,left
151.0,-4134.0,2183.0,62.0,-242.0,-17.0,-14.85,-19.3,1.0,left
64.0,-3727.0,1914.0,60.0,-240.0,-17.0,-14.87,-19.31,1.0,left
-230.0,-3617.0,1944.0,59.0,-244.0,-20.0,-14.89,-19.32,1.0,left
171.0,-2208.0,1552.0,61.0,-239.0,-27.0,-15.0,-19.4,1.0,left
353.0,-2356.0,1608.0,59.0,-237.0,-27.0,-15.01,-19.41,1.0,left
-52.0,-2331.0,2323.0,61.0,-242.0,-27.0,-15.02,-19.41,1.0,left
-111.0,-1964.0,2217.0,65.0,-244.0,-28.0,-15.03,-19.42,1.0,left
262.0,-1863.0,2010.0,64.0,-242.0,-39.0,-15.08,-19.5,1.0,left
-5.0,-1818.0,2100.0,60.0,-243.0,-39.0,-15.08,-19.51,1.0,left
-308.0,-1917.0,2246.0,60.0,-243.0,-38.0,-15.09,-19.51,1.0,left
-578.0,-2001.0,2147.0,63.0,-240.0,-20.0,-15.15,-19.51,1.0,left
-603.0,-1963.0,2244.0,60.0,-240.0,-16.0,-15.15,-19.51,1.0,left
-643.0,-1910.0,2277.0,63.0,-242.0,-14.0,-15.16,-19.51,1.0,left
-711.0,-1864.0,2343.0,64.0,-243.0,-10.0,-15.16,-19.51,1.0,left
-737.0,-1758.0,2718.0,59.0,-239.0,13.0,-15.18,-19.49,1.0,left
-764.0,-1833.0,2789.0,60.0,-242.0,15.0,-15.19,-19.49,1.0,left
-888.0,-1816.0,2965.0,62.0,-244.0,17.0,-15.19,-19.49,1.0,left
-745.0,-1620.0,3479.0,63.0,-238.0,36.0,-15.18,-19.47,1.0,left
-774.0,-1617.0,3432.0,62.0,-238.0,37.0,-15.18,-19.47,1.0,left
-644.0,-1788.0,3422.0,61.0,-244.0,38.0,-15.18,-19.47,1.0,left
-629.0,-1715.0,3472.0,63.0,-245.0,39.0,-15.18,-19.47,1.0,left
-738.0,-1651.0,3696.0,59.0,-241.0,56.0,-15.17,-19.45,1.0,left
-844.0,-1620.0,3809.0,60.0,-240.0,57.0,-15.17,-19.45,1.0,left
-852.0,-1302.0,3850.0,59.0,-240.0,61.0,-15.17,-19.45,1.0,left
-937.0,-1381.0,3784.0,59.0,-241.0,81.0,-15.15,-19.42,1.0,left
-1036.0,-1221.0,3903.0,59.0,-242.0,84.0,-15.15,-19.41,1.0,left
-987.0,-1151.0,3889.0,60.0,-242.0,85.0,-15.14,-19.41,1.0,left
-965.0,-1284.0,3944.0,60.0,-242.0,88.0,-15.14,-19.41,1.0,left
-917.0,-969.0,3640.0,61.0,-243.0,101.0,-15.09,-19.37,1.0,left
-1032.0,-964.0,3723.0,60.0,-240.0,102.0,-15.09,-19.37,1.0,left
-1030.0,-944.0,3648.0,62.0,-241.0,105.0,-15.09,-19.36,1.0,left
-1368.0,-505.0,3031.0,60.0,-242.0,119.0,-15.02,-19.28,1.0,left
-1416.0,-514.0,3103.0,61.0,-242.0,118.0,-15.01,-19.28,1.0,left
-1429.0,-489.0,3142.0,61.0,-242.0,120.0,-15.0,-19.27,1.0,left
-1304.0,-415.0,3101.0,60.0,-241.0,121.0,-15.0,-19.26,1.0,left
-1273.0,38.0,3021.0,59.0,-241.0,119.0,-14.88,-19.19,1.0,left
-1318.0,65.0,3082.0,60.0,-239.0,120.0,-14.87,-19.18,1.0,left
-1224.0,140.0,2948.0,60.0,-242.0,120.0,-14.86,-19.18,1.0,left
-1097.0,666.0,2725.0,61.0,-242.0,99.0,-14.68,-19.13,1.0,left
-1122.0,692.0,2706.0,61.0,-242.0,96.0,-14.66,-19.12,1.0,left
-1145.0,658.0,2750.0,61.0,-240.0,95.0,-14.64,-19.12,1.0,left
-1114.0,727.0,2751.0,61.0,-237.0,92.0,-14.62,-19.11,1.0,left
-1053.0,751.0,3052.0,61.0,-239.0,62.0,-14.44,-19.08,1.0,left
-1120.0,738.0,3160.0,60.0,-240.0,60.0,-14.42,-19.08,1.0,left
-1142.0,718.0,3142.0,61.0,-240.0,57.0,-14.4,-19.07,1.0,left
-1069.0,613.0,3548.0,65.0,-238.0,31.0,-14.22,-19.05,1.0,left
-1072.0,635.0,3565.0,65.0,-241.0,27.0,-14.2,-19.04,1.0,left
-1086.0,637.0,3655.0,60.0,-245.0,26.0,-14.18,-19.04,1.0,left
-1072.0,647.0,3673.0,60.0,-242.0,24.0,-14.16,-19.04,1.0,left
-1050.0,761.0,3701.0,62.0,-241.0,2.0,-13.97,-19.03,1.0,left
-1054.0,805.0,3683.0,63.0,-245.0,0.0,-13.95,-19.02,1.0,left
-1024.0,816.0,3647.0,61.0,-242.0,-1.0,-13.93,-19.02,1.0,left
-1050.0,844.0,3666.0,63.0,-238.0,-1.0,-13.91,-19.02,1.0,left
-1001.0,857.0,3573.0,62.0,-239.0,-5.0,-13.71,-19.01,1.0,left
-990.0,909.0,3545.0,63.0,-237.0,-5.0,-13.69,-19.01,1.0,left
-965.0,872.0,3482.0,67.0,-184.0,-5.0,-13.67,-19.01,1.0,left
-953.0,604.0,3382.0,62.0,-319.0,-6.0,-13.49,-19.05,1.0,left
-924.0,689.0,3351.0,61.0,-312.0,-5.0,-13.47,-19.05,1.0,left
-953.0,781.0,3424.0,64.0,-296.0,-7.0,-13.45,-19.05,1.0,left
-904.0,886.0,3456.0,63.0,-285.0,-8.0,-13.43,-19.06,1.0,left
-1242.0,-122.0,2268.0,63.0,-232.0,-6.0,-13.3,-18.99,1.0,left
-1378.0,-89.0,2382.0,61.0,-237.0,-7.0,-13.29,-18.98,1.0,left
-1188.0,-66.0,2373.0,62.0,-229.0,-7.0,-13.28,-18.97,1.0,left
-892.0,104.0,2398.0,63.0,-215.0,-6.0,-13.26,-18.97,1.0,left
-396.0,1376.0,3649.0,56.0,-267.0,-20.0,-13.03,-19.03,1.0,left
-469.0,1544.0,3641.0,57.0,-283.0,-22.0,-13.01,-19.03,1.0,left
-650.0,2061.0,3963.0,62.0,-305.0,-23.0,-12.98,-19.04,1.0,left
-960.0,1754.0,3103.0,62.0,-244.0,-36.0,-12.71,-19.05,1.0,left
-990.0,1700.0,3122.0,65.0,-229.0,-37.0,-12.68,-19.05,1.0,left
-976.0,1684.0,3105.0,64.0,-213.0,-38.0,-12.65,-19.05,1.0,left
-931.0,1709.0,3092.0,59.0,-203.0,-39.0,-12.62,-19.05,1.0,left
-1266.0,1378.0,3200.0,60.0,-185.0,-30.0,-12.38,-18.99,1.0,left
-1282.0,1339.0,3249.0,61.0,-184.0,-28.0,-12.36,-18.99,1.0,left
-1289.0,1353.0,3313.0,60.0,-185.0,-28.0,-12.33,-18.98,1.0,left
-1030.0,1388.0,3550.0,61.0,-190.0,-33.0,-12.1,-18.95,1.0,left
-1005.0,1381.0,3533.0,63.0,-194.0,-37.0,-12.07,-18.94,1.0,left
-995.0,1396.0,3533.0,64.0,-194.0,-37.0,-12.05,-18.94,1.0,left
-950.0,1380.0,3532.0,62.0,-194.0,-40.0,-12.02,-18.94,1.0,left
-969.0,1193.0,3591.0,58.0,-211.0,-57.0,-11.8,-18.92,1.0,left
-890.0,1136.0,3546.0,59.0,-214.0,-60.0,-11.77,-18.92,1.0,left
-915.0,1111.0,3554.0,63.0,-216.0,-61.0,-11.75,-18.92,1.0,left
-757.0,1120.0,3440.0,63.0,-229.0,-70.0,-11.52,-18.93,1.0,left
-766.0,1133.0,3451.0,61.0,-230.0,-69.0,-11.5,-18.93,1.0,left
-737.0,1123.0,3456.0,60.0,-229.0,-70.0,-11.47,-18.93,1.0,left
-745.0,1160.0,3495.0,60.0,-230.0,-71.0,-11.45,-18.93,1.0,left
-870.0,1206.0,3478.0,58.0,-230.0,-72.0,-11.22,-18.94,1.0,left
-887.0,1206.0,3444.0,58.0,-231.0,-70.0,-11.19,-18.94,1.0,left
-864.0,1181.0,3373.0,61.0,-232.0,-68.0,-11.17,-18.94,1.0,left
-909.0,1157.0,3406.0,61.0,-232.0,-68.0,-11.15,-18.94,1.0,left
-936.0,1191.0,3393.0,63.0,-232.0,-61.0,-10.92,-18.94,1.0,left
-922.0,1219.0,3396.0,63.0,-232.0,-59.0,-10.89,-18.94,1.0,left
-910.0,1201.0,3386.0,58.0,-230.0,-57.0,-10.87,-18.94,1.0,left
-1181.0,1178.0,3408.0,62.0,-232.0,-46.0,-10.65,-18.92,1.0,left
-1184.0,1174.0,3441.0,60.0,-231.0,-45.0,-10.63,-18.92,1.0,left
-1187.0,1177.0,3422.0,59.0,-231.0,-46.0,-10.6,-18.91,1.0,left
-1183.0,1179.0,3413.0,59.0,-233.0,-42.0,-10.58,-18.91,1.0,left
-1191.0,1124.0,3472.0,63.0,-234.0,-43.0,-10.37,-18.89,1.0,left
-1190.0,1107.0,3465.0,63.0,-234.0,-42.0,-10.35,-18.89,1.0,left
-1138.0,1150.0,3457.0,61.0,-237.0,-44.0,-10.32,-18.89,1.0,left
-1271.0,1197.0,3334.0,65.0,-235.0,-52.0,-10.1,-18.87,1.0,left
-1196.0,1229.0,3235.0,68.0,-235.0,-53.0,-10.08,-18.87,1.0,left
-1171.0,1250.0,3217.0,66.0,-235.0,-54.0,-10.05,-18.86,1.0,left
-1002.0,1185.0,3021.0,62.0,-238.0,-79.0,-9.82,-18.86,1.0,left
-928.0,1170.0,3012.0,61.0,-237.0,-82.0,-9.79,-18.86,1.0,left
-922.0,1196.0,2937.0,59.0,-238.0,-85.0,-9.77,-18.86,1.0,left
-910.0,1198.0,2900.0,61.0,-240.0,-90.0,-9.74,-18.86,1.0,left
-552.0,1043.0,2294.0,62.0,-49.0,-134.0,-9.48,-18.76,1.0,left
-468.0,1009.0,2155.0,61.0,-171.0,-140.0,-9.45,-18.76,1.0,left
-420.0,1014.0,2052.0,64.0,-241.0,-146.0,-9.42,-18.76,1.0,left
-384.0,984.0,1954.0,65.0,-273.0,-155.0,-9.39,-18.77,1.0,left
-29.0,809.0,708.0,-814.0,-500.0,-226.0,-9.67,-19.06,1.0,left
-128.0,682.0,839.0,-1054.0,-562.0,-231.0,-9.73,-19.09,1.0,left
-43.0,644.0,737.0,-1310.0,-599.0,-238.0,-9.79,-19.13,1.0,left
-221.0,-390.0,495.0,-3653.0,-462.0,-306.0,-12.3,-19.32,1.0,left
-219.0,-491.0,491.0,-3821.0,-429.0,-310.0,-12.58,-19.34,1.0,left
-244.0,-682.0,574.0,-4011.0,-389.0,-314.0,-12.89,-19.36,1.0,left
-300.0,-801.0,557.0,-4162.0,-351.0,-320.0,-13.2,-19.37,1.0,left
-223.0,-1936.0,678.0,-5424.0,185.0,-370.0,-17.1,-19.19,1.0,left
-452.0,-2134.0,534.0,-5558.0,254.0,-378.0,-17.52,-19.17,1.0,left
-652.0,-2322.0,658.0,-5675.0,300.0,-383.0,-17.95,-19.14,1.0,left
-1552.0,-3675.0,1359.0,-5845.0,978.0,-412.0,-22.06,-18.4,1.0,left
-1599.0,-3783.0,1491.0,-5765.0,992.0,-405.0,-22.49,-18.32,1.0,left
-1662.0,-4134.0,1601.0,-5635.0,1027.0,-407.0,-22.91,-18.24,1.0,left
-2840.0,-4877.0,4218.0,-4215.0,903.0,-376.0,-25.78,-17.55,1.0,left
-2067.0,-5072.0,3498.0,-4054.0,1052.0,-373.0,-26.07,-17.47,1.0,left
-1963.0,-5282.0,3961.0,-3908.0,1168.0,-366.0,-26.36,-17.39,1.0,left
-2944.0,-5096.0,6033.0,-1991.0,283.0,-267.0,-27.7,-17.09,1.0,left
-3206.0,-5412.0,6695.0,-1845.0,104.0,-257.0,-27.84,-17.07,1.0,left
-2629.0,-4982.0,6251.0,-1720.0,76.0,-245.0,-27.96,-17.05,1.0,left
-1150.0,-4948.0,4865.0,-1021.0,-1622.0,-251.0,-28.85,-17.97,1.0,left
-1342.0,-5581.0,4991.0,-930.0,-1801.0,-238.0,-28.94,-18.08,1.0,left
-2214.0,-5887.0,5682.0,-830.0,-2062.0,-217.0,-29.03,-18.2,1.0,left
-243.0,-5641.0,3163.0,-198.0,-3696.0,-44.0,-29.74,-20.35,1.0,left
126.0,-5503.0,2658.0,-159.0,-3763.0,-36.0,-29.82,-20.58,1.0,left
38.0,-5399.0,2600.0,-131.0,-3870.0,-33.0,-29.89,-20.82,1.0,left
-631.0,-5089.0,2963.0,68.0,-4147.0,22.0,-30.56,-23.16,1.0,left
-506.0,-4719.0,2803.0,80.0,-4089.0,28.0,-30.63,-23.4,1.0,left
-396.0,-4604.0,2638.0,87.0,-4046.0,32.0,-30.71,-23.64,1.0,left
-227.0,-4562.0,2452.0,92.0,-3991.0,34.0,-30.78,-23.87,1.0,left
174.0,-4251.0,1309.0,109.0,-3021.0,17.0,-31.39,-25.56,1.0,left
197.0,-4244.0,1272.0,109.0,-2918.0,15.0,-31.45,-25.73,1.0,left
219.0,-4237.0,1254.0,109.0,-2807.0,12.0,-31.52,-25.89,1.0,left
-70.0,-4148.0,1351.0,94.0,-1817.0,-6.0,-31.95,-26.83,1.0,left
-49.0,-4424.0,1418.0,91.0,-1703.0,-10.0,-32.0,-26.92,1.0,left
24.0,-4295.0,1285.0,90.0,-1602.0,-14.0,-32.04,-27.01,1.0,left
67.0,-4158.0,1327.0,91.0,-1497.0,-15.0,-32.08,-27.09,1.0,left
-202.0,-4271.0,1884.0,83.0,-447.0,-37.0,-32.24,-27.21,1.0,left
-179.0,-4311.0,1869.0,82.0,-333.0,-40.0,-32.26,-27.21,1.0,left
-166.0,-4249.0,1914.0,80.0,-235.0,-43.0,-32.27,-27.21,1.0,left
-283.0,-4561.0,2503.0,80.0,380.0,-68.0,-32.24,-26.84,1.0,left
-241.0,-4573.0,2577.0,81.0,420.0,-69.0,-32.24,-26.8,1.0,left
-126.0,-4523.0,2692.0,82.0,462.0,-74.0,-32.23,-26.76,1.0,left
-103.0,-4547.0,2768.0,84.0,492.0,-78.0,-32.22,-26.72,1.0,left
124.0,-4242.0,2753.0,627.0,744.0,-110.0,-31.71,-26.17,1.0,left
122.0,-4233.0,2749.0,1140.0,768.0,-114.0,-31.62,-26.11,1.0,left
93.0,-4156.0,2769.0,1715.0,792.0,-118.0,-31.49,-26.05,1.0,left
-144.0,-3769.0,2855.0,4959.0,1168.0,-134.0,-27.89,-25.24,1.0,left
-51.0,-3871.0,2799.0,5129.0,1192.0,-135.0,-27.5,-25.15,1.0,left
-123.0,-3918.0,2921.0,5280.0,1202.0,-133.0,-27.1,-25.06,1.0,left
-334.0,-4005.0,3255.0,6673.0,987.0,-121.0,-22.38,-24.31,1.0,left
-629.0,-3683.0,3257.0,6853.0,974.0,-119.0,-21.88,-24.23,1.0,left
-891.0,-3722.0,3194.0,7013.0,929.0,-115.0,-21.36,-24.15,1.0,left
-1262.0,-3720.0,3253.0,7184.0,952.0,-111.0,-20.83,-24.07,1.0,left
-1002.0,-4319.0,3817.0,9461.0,732.0,-61.0,-14.28,-23.41,1.0,left
-1186.0,-4701.0,4187.0,9623.0,613.0,-60.0,-13.59,-23.35,1.0,left
-772.0,-4550.0,3253.0,9747.0,612.0,-56.0,-12.88,-23.29,1.0,left
-757.0,-3738.0,2635.0,10675.0,527.0,-41.0,-5.6,-22.78,1.0,left
-1118.0,-3697.0,2640.0,10684.0,505.0,-41.0,-4.83,-22.72,1.0,left
-1144.0,-3901.0,2720.0,10723.0,474.0,-40.0,-4.08,-22.67,1.0,left
-865.0,-2951.0,2270.0,10292.0,888.0,-37.0,2.88,-21.9,1.0,left
-958.0,-2782.0,2317.0,10199.0,914.0,-36.0,3.58,-21.82,1.0,left
-908.0,-2869.0,2320.0,10101.0,947.0,-37.0,4.29,-21.73,1.0,left
-933.0,-2813.0,2395.0,10003.0,993.0,-36.0,4.98,-21.64,1.0,left
-719.0,-2088.0,2209.0,8618.0,1444.0,-34.0,10.72,-20.49,1.0,left
-681.0,-2252.0,2478.0,8504.0,1485.0,-37.0,11.3,-20.37,1.0,left
-511.0,-2321.0,2496.0,8390.0,1582.0,-38.0,11.87,-20.25,1.0,left
391.0,-1446.0,1883.0,6730.0,2123.0,-38.0,16.22,-18.77,1.0,left
91.0,-1347.0,2065.0,6524.0,2123.0,-38.0,16.66,-18.62,1.0,left
-1.0,-1478.0,2076.0,6334.0,2103.0,-38.0,17.07,-18.47,1.0,left
-498.0,-1093.0,2192.0,4542.0,1964.0,-44.0,19.9,-17.03,1.0,left
-511.0,-1105.0,2267.0,4398.0,1936.0,-44.0,20.18,-16.89,1.0,left
-499.0,-1028.0,2271.0,4239.0,1913.0,-45.0,20.46,-16.74,1.0,left
-499.0,-1013.0,2332.0,4102.0,1897.0,-47.0,20.72,-16.6,1.0,left
-1449.0,-437.0,3340.0,2908.0,1741.0,-47.0,22.5,-15.28,1.0,left
-413.0,-785.0,2356.0,2784.0,1595.0,-47.0,22.67,-15.16,1.0,left
138.0,-930.0,2246.0,2739.0,1650.0,-47.0,22.84,-15.04,1.0,left
-719.0,-501.0,2838.0,1879.0,839.0,-58.0,23.95,-14.35,1.0,left
-737.0,-549.0,2851.0,1817.0,765.0,11.0,24.06,-14.29,1.0,left
-567.0,-575.0,2803.0,1771.0,733.0,180.0,24.16,-14.23,1.0,left
-693.0,-474.0,2910.0,1724.0,701.0,313.0,24.26,-14.18,1.0,left
-534.0,-359.0,3445.0,1453.0,625.0,342.0,25.03,-13.78,1.0,left
-491.0,-360.0,3458.0,1456.0,643.0,334.0,25.11,-13.74,1.0,left
-573.0,-331.0,3486.0,1447.0,660.0,324.0,25.19,-13.69,1.0,left
-830.0,-322.0,3466.0,1482.0,660.0,307.0,25.98,-13.24,1.0,left
-836.0,-323.0,3497.0,1493.0,663.0,308.0,26.07,-13.19,1.0,left
-858.0,-319.0,3519.0,1519.0,665.0,311.0,26.15,-13.15,1.0,left
-877.0,-326.0,3524.0,1554.0,669.0,311.0,26.24,-13.1,1.0,left
-888.0,-84.0,3754.0,1848.0,649.0,251.0,27.31,-12.65,1.0,left
-873.0,-87.0,3770.0,1882.0,645.0,232.0,27.43,-12.6,1.0,left
-860.0,-62.0,3770.0,1917.0,644.0,217.0,27.54,-12.56,1.0,left
-1280.0,-75.0,3776.0,2262.0,558.0,147.0,28.92,-12.11,1.0,left
-1260.0,12.0,3653.0,2288.0,543.0,153.0,29.07,-12.07,1.0,left
-1314.0,-28.0,3726.0,2319.0,519.0,158.0,29.21,-12.03,1.0,left
-1266.0,25.0,3629.0,2346.0,504.0,165.0,29.36,-11.99,1.0,left
-1505.0,69.0,3577.0,2498.0,247.0,390.0,30.89,-11.81,1.0,left
-1571.0,132.0,3531.0,2489.0,220.0,425.0,31.05,-11.8,1.0,left
-1746.0,64.0,3598.0,2494.0,172.0,457.0,31.2,-11.79,1.0,left
-1523.0,443.0,3296.0,2294.0,-31.0,725.0,32.6,-11.9,1.0,left
-1418.0,471.0,3294.0,2264.0,-42.0,739.0,32.74,-11.91,1.0,left
-1365.0,521.0,3200.0,2230.0,-42.0,754.0,32.88,-11.93,1.0,left
-1360.0,528.0,3261.0,2191.0,-54.0,770.0,33.01,-11.95,1.0,left
-1107.0,901.0,3256.0,1803.0,-62.0,786.0,34.08,-12.14,1.0,left
-1064.0,919.0,3225.0,1762.0,-58.0,781.0,34.19,-12.16,1.0,left
-1070.0,907.0,3228.0,1719.0,-50.0,774.0,34.29,-12.18,1.0,left
-975.0,877.0,3303.0,1379.0,21.0,635.0,35.07,-12.28,1.0,left
-953.0,892.0,3324.0,1350.0,28.0,621.0,35.15,-12.29,1.0,left
-926.0,826.0,3356.0,1325.0,34.0,605.0,35.23,-12.3,1.0,left
-935.0,835.0,3395.0,1298.0,39.0,587.0,35.3,-12.31,1.0,left
-873.0,694.0,3608.0,1073.0,101.0,424.0,35.86,-12.3,1.0,left
-866.0,693.0,3631.0,1051.0,109.0,402.0,35.92,-12.3,1.0,left
-881.0,695.0,3667.0,1033.0,109.0,386.0,35.97,-12.3,1.0,left
-829.0,645.0,3647.0,1017.0,112.0,368.0,36.03,-12.29,1.0,left
-1023.0,707.0,3575.0,824.0,99.0,194.0,36.44,-12.19,1.0,left
-1059.0,718.0,3588.0,798.0,93.0,179.0,36.48,-12.17,1.0,left
-1069.0,741.0,3542.0,780.0,87.0,165.0,36.52,-12.16,1.0,left
-1229.0,848.0,3575.0,549.0,-34.0,59.0,36.79,-12.06,1.0,left
-1256.0,854.0,3555.0,526.0,-43.0,50.0,36.81,-12.05,1.0,left
-1265.0,859.0,3557.0,502.0,-55.0,42.0,36.84,-12.04,1.0,left
-1253.0,892.0,3516.0,480.0,-68.0,36.0,36.86,-12.03,1.0,left
-1289.0,904.0,3609.0,289.0,-127.0,37.0,36.96,-11.97,1.0,left
-1294.0,929.0,3592.0,274.0,-132.0,43.0,36.96,-11.96,1.0,left
-1333.0,899.0,3615.0,259.0,-136.0,50.0,36.97,-11.96,1.0,left
-1323.0,943.0,3591.0,249.0,-139.0,57.0,36.98,-11.95,1.0,left
-1245.0,928.0,3587.0,156.0,-87.0,125.0,36.97,-11.91,1.0,left
-1235.0,925.0,3583.0,149.0,-77.0,134.0,36.97,-11.9,1.0,left
-1209.0,891.0,3600.0,142.0,-69.0,141.0,36.97,-11.9,1.0,left
-1108.0,923.0,3570.0,119.0,6.0,195.0,36.92,-11.84,1.0,left
-1107.0,918.0,3539.0,119.0,17.0,201.0,36.91,-11.83,1.0,left
-1096.0,895.0,3548.0,119.0,32.0,208.0,36.9,-11.83,1.0,left
-1089.0,877.0,3516.0,120.0,38.0,212.0,36.9,-11.82,1.0,left
-967.0,803.0,3609.0,158.0,117.0,240.0,36.85,-11.73,1.0,left
-982.0,793.0,3650.0,164.0,123.0,239.0,36.85,-11.72,1.0,left
-973.0,783.0,3626.0,177.0,129.0,237.0,36.84,-11.71,1.0,left
-977.0,782.0,3631.0,196.0,135.0,235.0,36.84,-11.7,1.0,left
-1042.0,751.0,3640.0,434.0,150.0,264.0,36.97,-11.6,1.0,left
-1039.0,718.0,3591.0,460.0,151.0,269.0,36.99,-11.59,1.0,left
-1054.0,710.0,3630.0,481.0,154.0,277.0,37.01,-11.58,1.0,left
-1014.0,656.0,3535.0,673.0,183.0,345.0,37.29,-11.49,1.0,left
-1002.0,663.0,3602.0,689.0,189.0,354.0,37.32,-11.48,1.0,left
-993.0,668.0,3626.0,707.0,195.0,365.0,37.35,-11.47,1.0,left
-1000.0,681.0,3619.0,720.0,205.0,370.0,37.38,-11.47,1.0,left
-976.0,879.0,3551.0,882.0,282.0,415.0,37.81,-11.36,1.0,left
